Date of Download: 2023-06-07_19:57:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Search Parameters: Data Level:all  Trait List:  Trial List:9827,10416,9775,10793,11546  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,Change in weight after boiling computation percentage|month 12|boiling time 20 minutes|COMP:0000287,Change in weight after boiling computation percentage|month 12|boiling time 30 minutes|COMP:0000288,Total carotenes ug/g NIRS 400-2500 nm|CO_334:0001051,beta carotene content ug/g NIRS 400-2500 nm|CO_334:0001053,branching angle in degrees|CO_334:0002082,branching level counting|CO_334:0000079,cassava bacterial blight severity 3-month evaluation|CO_334:0000175,dry matter content by specific gravity method|CO_334:0000160,dry matter content by table-top NIRS in percentage|CO_334:0002057,first apical branch height measurement in cm|CO_334:0000106,fresh root yield|CO_334:0000013,fresh storage root weight per plot|CO_334:0000012,frog skin disease : visual 1-5|CO_334:0000093,initial plant vigor assessment 1-5|CO_334:0000220,lodged plants estimation 1-3|CO_334:0000301,lodged plants estimation 1-3|month 6|COMP:0000208,marketable root number counting|CO_334:0000169,number of planted stakes per plant counting|CO_334:0000300,number of planted stakes per plot counting|CO_334:0000159,plant architecture visual rating 1-5|CO_334:0000099,plant height measurement in cm|CO_334:0000018,plant height with leaf in cm|CO_334:0000123,plant stands harvested counting|CO_334:0000010,root color visual rating 1-3|CO_334:0000221,root constriction visual rating 1-3|CO_334:0000109,root evaluation scaled 1-5|CO_334:0000228,root length evaluation scaled 1-3|CO_334:0000226,root weight in air|CO_334:0000157,root weight in water|CO_334:0000158,rotted storage root counting|CO_334:0000084,sprout count discrete counting|CO_334:0000138,storage root neck length visual rating 1-3|CO_334:0000223,storage root shape visual rating 1-6|CO_334:0000020,thrips severity : visual 1-5|CO_334:0002084,total carotenoid by chart 1-8|CO_334:0000161,notes
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4209455,GM14226A-13,,plot,5239805,202256DVGST_stom_rep1_GM14226A-13_481,1,1,481,11,31,test,,,,,,,0,,32.66974416,,280,18.9453125,9.7,1,4,1,,10,,5,2,280,20,4,3,1,3,3,3970,374,0,5,2,2,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",5239040,GM14067B-28,,plot,5239687,202256DVGST_stom_rep1_GM14067B-28_482,1,1,482,11,32,test,,,,,,,2,,35.67990971,,70,10.546875,5.4,1,3,1,,16,,5,3,190,10,4,3,1,3,3,3980,436,0,5,2,3,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4209312,GM14193A-14,,plot,5239275,202256DVGST_stom_rep1_GM14193A-14_483,1,1,483,11,33,test,,,,,,,0,,33.04617021,,220,12.109375,6.2,1,4,1,,8,,5,2,220,20,4,3,2,3,3,3900,375,1,5,2,3,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4209269,GM14184A-16,,plot,5239816,202256DVGST_stom_rep1_GM14184A-16_484,1,1,484,11,34,test,,,,,,,0,,32.52020934,,260,12.5,6.4,1,4,1,,14,,5,2,260,20,4,2,1,3,3,4110,384,0,5,1,2,2,4," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",139268,CM4919-1,,plot,5239407,202256DVGST_stom_rep1_CM4919-1_485,1,1,485,11,35,check,,,,,,,0,,32.96888367,,130,15.625,8,2,4,1,,14,,5,3,130,20,4,3,1,2,3,4240,406,0,5,1,3,1,5,"Cuero de Sapo (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",139268,CM4919-1,,plot,5239227,202256DVGST_stom_rep1_CM4919-1_486,1,1,486,11,36,test,,,,,,,0,,32.09013683,,140,11.71875,6,2,4,1,,12,,5,3,140,20,4,3,1,3,3,3860,352,2,5,1,3,1,5,"Cuero de Sapo (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4208888,GM14037A-2,,plot,5239670,202256DVGST_stom_rep1_GM14037A-2_487,1,1,487,11,37,test,,,,,,,2,,32.72509122,,100,17.578125,9,1,4,1,,20,,5,2,220,10,4,3,1,2,3,4540,429,0,5,1,3,1,5," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4209161,GM14168A-10,,plot,5240274,202256DVGST_stom_rep1_GM14168A-10_488,1,1,488,11,38,test,,,,,,,3,,35.15689828,,60,13.28125,6.8,1,4,1,,14,,5,4,170,10,3,3,1,3,3,4480,479,1,4,2,3,3,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4207821,GM13168B-17,,plot,5239566,202256DVGST_stom_rep1_GM13168B-17_489,1,1,489,11,39,test,,,,,,,3,,30.45683297,,180,11.71875,6,1,4,1,,10,,5,4,250,20,4,3,1,3,3,4020,332,1,5,2,3,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4209364,GM14203B-3,,plot,5239683,202256DVGST_stom_rep1_GM14203B-3_490,1,1,490,11,40,test,,,,,,,2,,35.92331181,,200,20.8984375,10.7,1,4,1,,12,,5,1,230,20,4,3,1,2,3,4180,463,0,5,2,3,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",139268,CM4919-1,,plot,5240234,202256DVGST_stom_rep1_CM4919-1_491,1,1,491,11,41,check,,,,,,,0,,33.29255319,,120,16.2109375,8.3,1,4,1,,22,,5,3,120,20,4,3,2,2,3,4270,416,0,5,1,3,1,5," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4208985,GM14059B-1,,plot,5240366,202256DVGST_stom_rep1_GM14059B-1_492,1,1,492,11,42,test,,,,,,,3,,39.7261918,,100,11.71875,6,1,4,1,,18,,5,2,220,20,4,3,1,3,3,4120,533,0,5,2,3,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4208960,GM14047A-1,,plot,5239915,202256DVGST_stom_rep1_GM14047A-1_493,1,1,493,11,43,test,,,,,,,3,,36.11748995,,90,12.6953125,6.5,1,4,1,,,,5,2,220,20,4,3,,2,3,3920,438,3,5,2,,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4207865,GM13860A-11,,plot,5240248,202256DVGST_stom_rep1_GM13860A-11_494,1,1,494,11,44,test,,,,,,,0,,35.76536359,,180,23.046875,11.8,1,4,1,,24,,5,2,180,20,4,1,1,2,3,4110,452,2,5,2,3,1,5," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4209082,GM14079B-18,,plot,5239863,202256DVGST_stom_rep1_GM14079B-18_495,1,1,495,11,45,test,,,,,,,0,,35.6794538,,190,17.96875,9.2,1,4,1,,13,,5,2,190,30,4,3,1,1,3,4400,482,0,4,2,3,1,4," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4209313,GM14193A-2,,plot,5240050,202256DVGST_stom_rep1_GM14193A-2_496,1,1,496,12,45,test,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,0,,,,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4208933,GM14045A-1,,plot,5240305,202256DVGST_stom_rep1_GM14045A-1_497,1,1,497,12,44,test,,,,,,,1,,37.3630161,,200,25.78125,13.2,1,4,1,,3,,5,2,230,20,4,3,1,1,3,4860,573,2,5,1,3,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4208958,GM14045A-8,,plot,5239791,202256DVGST_stom_rep1_GM14045A-8_498,1,1,498,12,43,test,,,,,,,4,,38.17231443,,90,14.84375,7.6,1,4,1,,27,,5,2,230,30,4,3,1,3,3,4940,602,0,5,2,3,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4209094,GM14079B-9,,plot,5240386,202256DVGST_stom_rep1_GM14079B-9_499,1,1,499,12,42,test,,,,,,,5,,34.43809175,,170,21.6796875,11.1,1,4,1,,18,,5,4,180,20,4,3,1,2,3,4570,472,3,5,2,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4207841,GM13676B-2,,plot,5239522,202256DVGST_stom_rep1_GM13676B-2_500,1,1,500,12,41,test,,,,,,,0,,26.67990705,,180,4.6875,2.4,1,3,1,,14,,5,4,180,20,3,3,,4,3,1950,121,6,3,2,1,3,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4209443,GM14224B-6,,plot,5240480,202256DVGST_stom_rep1_GM14224B-6_501,1,1,501,12,40,test,,,,,,,0,,33.146916,,200,27.734375,14.2,1,4,1,,12,,5,2,200,20,4,3,1,2,3,4810,465,0,5,2,3,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4208981,GM14047A-6,,plot,5240428,202256DVGST_stom_rep1_GM14047A-6_502,1,1,502,12,39,test,,,,,,,2,,32.15868217,,80,21.875,11.2,1,4,1,,8,,5,3,170,20,4,3,1,2,3,4970,455,0,5,2,3,1,2," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4209253,GM14179A-5,,plot,5240035,202256DVGST_stom_rep1_GM14179A-5_503,1,1,503,12,38,test,,,,,,,2,,35.26113616,,70,20.1171875,10.3,1,4,1,,12,,5,2,210,20,4,3,1,3,3,4970,534,6,5,2,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4208912,GM14041B-4,,plot,5240499,202256DVGST_stom_rep1_GM14041B-4_504,1,1,504,12,37,test,,,,,,,0,,38.39598131,,160,12.6953125,6.5,1,3,1,,15,,5,3,160,20,4,3,1,3,3,4270,525,0,5,1,2,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4208863,GM13995A-3,,plot,5240087,202256DVGST_stom_rep1_GM13995A-3_505,1,1,505,12,36,test,,,,,,,2,,33.42656904,,110,19.140625,9.8,1,4,1,,17,,5,3,230,20,4,3,2,2,3,3710,364,0,5,1,3,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4209389,GM14204A-7,,plot,5239904,202256DVGST_stom_rep1_GM14204A-7_506,1,1,506,12,35,test,,,,,,,4,,32.80146084,,90,12.109375,6.2,1,4,1,,9,,5,2,250,20,3,3,1,2,3,4500,427,0,4,3,3,1,2," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4209454,GM14226A-12,,plot,5240449,202256DVGST_stom_rep1_GM14226A-12_507,1,1,507,12,34,test,,,,,,,2,,29.01997951,,150,15.625,8,1,4,1,,5,,5,2,240,20,4,3,1,2,3,4220,316,1,5,1,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4208988,GM14059B-12,,plot,5239434,202256DVGST_stom_rep1_GM14059B-12_508,1,1,508,12,33,test,,,,,,,3,,34.63580542,,80,15.8203125,8.1,1,4,1,,6,,5,4,160,10,4,1,1,3,3,4200,438,0,5,2,3,1,5," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4209430,GM14216A-2,,plot,5240349,202256DVGST_stom_rep1_GM14216A-2_509,1,1,509,12,32,test,,,,,,,3,,34.46766207,,110,13.0859375,6.7,1,4,1,,14,,5,2,220,20,4,3,1,2,3,4370,452,2,5,1,3,2,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4209066,GM14077A-3,,plot,5239896,202256DVGST_stom_rep1_GM14077A-3_510,1,1,510,12,31,test,,,,,,,3,,31.86970228,,210,5.859375,3,1,4,1,,27,,5,2,320,20,1,3,1,2,3,2510,226,0,2,2,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4209091,GM14079B-6,,plot,5239327,202256DVGST_stom_rep1_GM14079B-6_511,1,1,511,12,30,test,,,,,,,1,,34.24735995,,140,8.0078125,4.1,1,3,1,,22,,5,3,160,20,2,3,1,3,3,3460,354,0,2,2,3,1,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4207800,CM7788A-10,,plot,5239376,202256DVGST_stom_rep1_CM7788A-10_512,1,1,512,12,29,test,,,,,,,1,,33.63827709,,130,15.0390625,7.7,1,4,1,,14,,5,3,240,20,2,3,1,2,3,5000,496,0,2,1,3,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4208995,GM14059B-5,,plot,5239759,202256DVGST_stom_rep1_GM14059B-5_513,1,1,513,12,28,test,,,,,,,0,,32.89225746,,200,22.8515625,11.7,1,4,1,,25,,5,3,200,20,4,3,1,3,3,4740,452,1,5,2,2,2,1," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4208873,GM14033A-12,,plot,5239319,202256DVGST_stom_rep1_GM14033A-12_514,1,1,514,12,27,test,,,,,,,0,,32.39230769,,220,21.09375,10.8,1,4,1,,15,,5,2,220,20,4,3,1,2,3,4700,436,0,5,3,3,2,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4209130,GM14161A-11,,plot,5239715,202256DVGST_stom_rep1_GM14161A-11_515,1,1,515,12,26,test,,,,,,,0,,34.10887349,,180,18.9453125,9.7,1,4,1,,0,,5,3,180,10,4,3,1,2,3,4980,506,0,5,2,3,3,4," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4209095,GM14080A-1,,plot,5239515,202256DVGST_stom_rep1_GM14080A-1_516,1,1,516,12,25,test,,,,,,,0,,36.07652194,,180,23.6328125,12.1,1,4,1,,11,,5,3,180,20,4,3,1,2,3,4770,532,0,4,1,3,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4209079,GM14079B-15,,plot,5239355,202256DVGST_stom_rep1_GM14079B-15_517,1,1,517,12,24,test,,,,,,,1,,34.52446809,,160,18.1640625,9.3,1,4,1,,26,,5,2,190,20,4,3,1,2,3,4300,446,0,4,2,3,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4208963,GM14047A-12,,plot,5239974,202256DVGST_stom_rep1_GM14047A-12_518,1,1,518,12,23,test,,,,,,,0,,31.1699005,,130,2.34375,1.2,1,2,1,,6,,5,4,130,20,1,3,1,4,2,880,76,0,3,2,3,3,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4208864,GM13995A-4,,plot,5239071,202256DVGST_stom_rep1_GM13995A-4_519,1,1,519,12,22,test,,,,,,,3,,30.98809847,,90,8.3984375,4.3,1,4,1,,6,,5,3,180,20,4,1,1,3,3,3220,275,1,5,1,3,1,3," (Operator: lizbethpino, Time: ), Pudricion (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4209081,GM14079B-17,,plot,5239811,202256DVGST_stom_rep1_GM14079B-17_520,1,1,520,12,21,test,,,,,,,0,,33.63177613,,190,23.046875,11.8,1,4,1,,16,,5,3,190,20,4,3,1,2,3,4800,476,3,5,2,3,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4207851,GM13677A-12,,plot,5240368,202256DVGST_stom_rep1_GM13677A-12_521,1,1,521,12,20,test,,,,,,,1,,36.54113803,,130,8.203125,4.2,1,3,1,,5,,5,3,170,20,3,3,1,3,3,3540,403,0,4,2,3,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4208975,GM14047A-23,,plot,5240233,202256DVGST_stom_rep1_GM14047A-23_522,1,1,522,12,19,test,,,,,,,0,,37.48865546,,130,11.328125,5.8,1,3,1,,4,,5,4,130,20,4,3,2,3,3,3510,416,0,5,1,3,2,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4209493,GM655A-10,,plot,5239844,202256DVGST_stom_rep1_GM655A-10_523,1,1,523,12,18,test,,,,,,,4,,33.9912265,,40,17.1875,8.8,1,4,1,,7,,5,4,180,10,4,1,1,2,3,4970,502,1,5,1,3,1,2," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4209407,GM14207B-11,,plot,5240355,202256DVGST_stom_rep1_GM14207B-11_524,1,1,524,12,17,test,,,,,,,4,,36.98279464,,40,6.4453125,3.3,1,4,2,,23,,5,4,180,10,2,3,1,3,3,2870,333,0,5,3,3,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4209323,GM14195A-11,,plot,5239980,202256DVGST_stom_rep1_GM14195A-11_525,1,1,525,12,16,test,,,,,,,0,,32.53224405,,240,6.8359375,3.5,1,3,1,,6,,5,3,240,30,3,3,1,3,3,2920,273,1,4,2,2,1,5," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4209487,GM14241A-5,,plot,5240162,202256DVGST_stom_rep1_GM14241A-5_526,1,1,526,12,15,test,,,,,,,2,,31.9254631,,190,8.0078125,4.1,1,4,1,,9,,5,2,280,20,3,3,1,3,3,3620,327,0,4,1,1,1,2," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4208952,GM14045A-27,,plot,5240210,202256DVGST_stom_rep1_GM14045A-27_527,1,1,527,12,14,test,,,,,,,0,,35.0538496,,160,23.828125,12.2,1,4,1,,14,,5,2,160,20,4,3,1,2,3,5000,532,1,5,1,3,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4209067,GM14077A-4,,plot,5239698,202256DVGST_stom_rep1_GM14077A-4_528,1,1,528,12,13,test,,,,,,,2,,29.91095406,,180,12.3046875,6.3,1,4,1,,27,,5,2,260,20,2,3,1,2,3,4920,392,0,2,3,3,1,5," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4207830,GM13625B-6,,plot,5240512,202256DVGST_stom_rep1_GM13625B-6_529,1,1,529,12,12,test,,,,,,,3,,30.86794501,,110,9.9609375,5.1,1,3,1,,16,,5,4,170,10,3,3,1,3,3,4530,384,0,5,2,2,1,3," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",10793,202256DVGST_stom,202256DVGST_stom,RCBD,1.6,4,,no,no,2022-July-15,2023-April-03,52,"Santo Tomas. Atlantico, Colombia",4209472,GM14235A-2,,plot,5239105,202256DVGST_stom_rep1_GM14235A-2_530,1,1,530,12,11,test,,,,,,,3,,34.3921482,,90,16.2109375,8.3,1,4,1,,10,,5,3,210,10,4,1,1,3,3,4920,507,0,5,1,3,1,3," (Operator: lizbethpino, Time: )"
