"Date of Download: 2023-06-26_17:11:16"
"Search Parameters: Data Level:all  Trait List:  Trial List:11053  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Change in weight after boiling computation percentage|month 10|boiling time 20 minutes|COMP:0000224","Change in weight after boiling computation percentage|month 10|boiling time 30 minutes|COMP:0000225","Total carotenes ug/g NIRS 400-2500 nm|CO_334:0001051","beta carotene content ug/g NIRS 400-2500 nm|CO_334:0001053","branching level counting|CO_334:0000079","dry matter content by table-top NIRS in percentage|CO_334:0002057","first apical branch height measurement in cm|CO_334:0000106","frog skin disease : visual 1-5|CO_334:0000093","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant stands harvested counting|CO_334:0000010","red spider mite severity : visual 1-5|CO_334:0000044","root color visual rating 1-3|CO_334:0000221","root evaluation scaled 1-5|CO_334:0000228","root length evaluation scaled 1-3|CO_334:0000226","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","thrips severity : visual 1-5|CO_334:0002084","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722366","GM13582B-5","","plot","5375880","202271DVGST_ciat_rep1_GM13582B-5_342","1","1","342","19","18","test","","","","1.5","0.8","3","42.1","105","1","3","2","5","4","2","2","3","3","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722367","GM13582B-6","","plot","5375701","202271DVGST_ciat_rep1_GM13582B-6_277","1","1","277","16","12","test","","","","0.4","0.2","4","35.1","50","4","4","1","5","4","2","3","2","4","","1","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722368","GM13582B-7","","plot","5375711","202271DVGST_ciat_rep1_GM13582B-7_284","1","1","284","16","5","test","","","","","","4","","90","5","3","1","5","4","2","2","2","5","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722370","GM13582B-9","","plot","5375848","202271DVGST_ciat_rep1_GM13582B-9_421","1","1","421","24","12","test","","","","","","3","","60","5","3","3","5","4","2","2","","5","","","5","1",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722154","GM13608A-10","","plot","5375931","202271DVGST_ciat_rep1_GM13608A-10_315","1","1","315","18","10","test","","","","0.3","","3","41.5","80","1","3","1","5","4","2","2","1","3","","1","5","1","3"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722153","GM13608A-1","","plot","5375754","202271DVGST_ciat_rep1_GM13608A-1_101","1","1","101","6","8","test","","5.5","8.5","1.6","1.1","4","43.8","55","1","2","1","5","4","2","1","1","4","","0","5","1","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722155","GM13608A-11","","plot","5375909","202271DVGST_ciat_rep1_GM13608A-11_112","1","1","112","7","4","test","","","","","","2","45.1","150","1","4","1","5","2","2","1","1","3","","0","5","1","3"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722156","GM13608A-12","","plot","5375735","202271DVGST_ciat_rep1_GM13608A-12_77","1","1","77","5","5","test","","5","8.3","0.5","","4","42.7","40","1","3","1","5","4","2","2","3","3","","0","5","1","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722157","GM13608A-2","","plot","5375846","202271DVGST_ciat_rep1_GM13608A-2_72","1","1","72","4","1","test","","5","6.8","0.6","0.2","5","38.8","85","1","3","1","5","4","2","2","3","3","","0","5","1","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722158","GM13608A-3","","plot","5375664","202271DVGST_ciat_rep1_GM13608A-3_94","1","1","94","6","15","test","","3","5.5","0.5","","4","41.3","70","1","4","1","5","3","2","2","1","1","","0","5","1","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722159","GM13608A-4","","plot","5375703","202271DVGST_ciat_rep1_GM13608A-4_352","1","1","352","20","9","test","","","","1.1","0.5","4","40.3","55","1","3","2","5","5","2","2","3","3","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722160","GM13608A-5","","plot","5375720","202271DVGST_ciat_rep1_GM13608A-5_381","1","1","381","22","16","test","","","","0.5","0.2","4","38.6","90","1","3","1","5","4","2","2","1","4","","2","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722161","GM13608A-6","","plot","5376008","202271DVGST_ciat_rep1_GM13608A-6_108","1","1","108","6","1","test","","3.9","5.3","0.6","0.2","4","38.2","85","1","3","1","5","3","2","2","2","2","","0","5","1","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722162","GM13608A-7","","plot","5375988","202271DVGST_ciat_rep1_GM13608A-7_247","1","1","247","14","6","test","","5.6","12.9","0.9","0.5","3","37.9","85","1","3","1","5","3","2","1","1","2","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722163","GM13608A-8","","plot","5375987","202271DVGST_ciat_rep1_GM13608A-8_336","1","1","336","19","12","test","","10.6","27","0.9","0.3","3","38","105","1","3","1","5","4","2","2","1","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722164","GM13608A-9","","plot","5375690","202271DVGST_ciat_rep1_GM13608A-9_295","1","1","295","17","7","test","","","","0.1","","4","38.8","75","1","3","1","5","3","2","2","3","3","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722406","GM13651A-10","","plot","5375788","202271DVGST_ciat_rep1_GM13651A-10_356","1","1","356","20","5","test","","","","0.7","0.1","3","40.5","40","1","2","1","5","5","2","3","2","5","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722405","GM13651A-1","","plot","5375938","202271DVGST_ciat_rep1_GM13651A-1_92","1","1","92","6","17","test","","","","1.4","1.1","4","44.9","40","4","2","1","5","5","2","2","1","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722408","GM13651A-2","","plot","5375884","202271DVGST_ciat_rep1_GM13651A-2_147","1","1","147","9","3","test","","","","0.3","0.2","3","37.7","75","1","3","1","5","4","2","2","3","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722409","GM13651A-3","","plot","5375800","202271DVGST_ciat_rep1_GM13651A-3_175","1","1","175","10","6","test","","","","","","3","","95","1","2","1","5","4","2","2","3","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722410","GM13651A-4","","plot","5375729","202271DVGST_ciat_rep1_GM13651A-4_93","1","1","93","6","16","test","","9.3","21.4","1.1","0.5","3","42.6","75","1","3","1","5","4","2","2","3","3","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722411","GM13651A-5","","plot","5376024","202271DVGST_ciat_rep1_GM13651A-5_123","1","1","123","7","15","test","","","","0.5","0.6","3","37.1","35","1","2","1","5","5","2","2","2","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722413","GM13651A-7","","plot","5375907","202271DVGST_ciat_rep1_GM13651A-7_29","1","1","29","2","8","test","","","","1.2","0.8","3","40.5","40","1","2","1","5","5","2","2","3","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722414","GM13651A-8","","plot","5375764","202271DVGST_ciat_rep1_GM13651A-8_11","1","1","11","1","11","test","","","","","","3","","45","1","2","1","5","5","2","3","1","5","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722415","GM13651A-9","","plot","5375939","202271DVGST_ciat_rep1_GM13651A-9_41","1","1","41","3","5","test","","7.4","19.2","0.9","0.4","4","39.8","75","1","3","1","5","4","2","2","3","3","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722336","GM13689A-10","","plot","5375886","202271DVGST_ciat_rep1_GM13689A-10_136","1","1","136","8","9","test","","","","","","2","32.1","115","1","3","1","5","3","2","2","2","4","","0","5","1","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722337","GM13689A-11","","plot","5375809","202271DVGST_ciat_rep1_GM13689A-11_18","1","1","18","1","18","test","","","","0.8","0.3","3","38.2","70","1","3","1","5","4","2","2","2","4","","2","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722338","GM13689A-12","","plot","5375768","202271DVGST_ciat_rep1_GM13689A-12_267","1","1","267","15","15","test","","","","0.9","0.5","4","38.4","35","1","3","1","5","5","2","2","2","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722339","GM13689A-2","","plot","5375751","202271DVGST_ciat_rep1_GM13689A-2_420","1","1","420","24","13","test","","","","","","3","","80","","2","3","5","5","2","2","1","5","","5","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722340","GM13689A-3","","plot","5375980","202271DVGST_ciat_rep1_GM13689A-3_174","1","1","174","10","7","test","","11.4","23.9","0.8","0.2","4","40.6","35","1","3","1","5","5","2","2","2","3","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722341","GM13689A-4","","plot","5375837","202271DVGST_ciat_rep1_GM13689A-4_91","1","1","91","6","18","test","","13.7","35.6","0.5","0.3","4","36.9","40","2","2","2","5","5","2","2","1","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722342","GM13689A-5","","plot","5375725","202271DVGST_ciat_rep1_GM13689A-5_87","1","1","87","5","15","test","","","","","","3","31","25","1","2","1","5","5","2","3","1","5","","4","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722343","GM13689A-6","","plot","5376035","202271DVGST_ciat_rep1_GM13689A-6_107","1","1","107","6","2","test","","","","0.3","0.5","3","36.5","25","1","3","1","5","5","2","3","1","4","","2","5","1","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722344","GM13689A-7","","plot","5375772","202271DVGST_ciat_rep1_GM13689A-7_367","1","1","367","21","7","test","","4.7","10.1","","","4","36.6","40","","3","1","5","5","2","2","1","3","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722345","GM13689A-8","","plot","5375932","202271DVGST_ciat_rep1_GM13689A-8_95","1","1","95","6","14","test","","","","0.6","0.4","3","35.4","15","1","2","1","5","5","2","2","1","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722346","GM13689A-9","","plot","5375812","202271DVGST_ciat_rep1_GM13689A-9_213","1","1","213","12","4","test","","","","0.9","0.6","4","43.1","30","1","3","2","5","5","2","1","1","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722372","GM13692A-10","","plot","5376068","202271DVGST_ciat_rep1_GM13692A-10_373","1","1","373","21","13","test","","","","0.9","0.3","3","39","65","2","4","2","5","5","2","2","3","3","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722373","GM13692A-11","","plot","5375963","202271DVGST_ciat_rep1_GM13692A-11_149","1","1","149","9","5","test","","","","0.1","","3","38.6","100","1","3","1","5","3","2","2","3","4","","0","5","1","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722374","GM13692A-12","","plot","5375899","202271DVGST_ciat_rep1_GM13692A-12_15","1","1","15","1","15","test","","6.1","16.9","0","","3","41.2","45","1","3","1","5","3","2","2","3","3","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722371","GM13692A-1","","plot","5375678","202271DVGST_ciat_rep1_GM13692A-1_278","1","1","278","16","11","test","","","","","","3","25.7","95","1","3","1","5","4","2","2","3","5","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722375","GM13692A-2","","plot","5375953","202271DVGST_ciat_rep1_GM13692A-2_323","1","1","323","18","2","test","","","","","","0","36.1","390","1","3","1","5","4","2","2","1","3","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722376","GM13692A-3","","plot","5375691","202271DVGST_ciat_rep1_GM13692A-3_300","1","1","300","17","12","test","","","","","","3","","130","1","3","1","5","3","2","2","3","5","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722377","GM13692A-4","","plot","5375791","202271DVGST_ciat_rep1_GM13692A-4_358","1","1","358","20","3","test","","4.9","8.5","0.5","0.4","4","40.5","80","1","3","1","5","4","2","2","3","3","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722378","GM13692A-5","","plot","5375842","202271DVGST_ciat_rep1_GM13692A-5_355","1","1","355","20","6","test","","8.7","23.4","","","4","39.1","75","1","4","1","5","4","2","2","2","3","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722379","GM13692A-6","","plot","5375873","202271DVGST_ciat_rep1_GM13692A-6_218","1","1","218","13","2","test","","8","19.7","0.2","0.2","4","39.2","70","1","4","1","5","4","2","2","3","2","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722380","GM13692A-7","","plot","5375740","202271DVGST_ciat_rep1_GM13692A-7_47","1","1","47","3","11","test","","5.7","12.3","0.8","0.5","4","39.7","50","1","3","1","5","4","2","2","3","3","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722381","GM13692A-8","","plot","5375704","202271DVGST_ciat_rep1_GM13692A-8_222","1","1","222","13","6","test","","4.2","7.4","0.3","0.3","3","38.8","100","2","3","1","5","4","2","2","3","3","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722382","GM13692A-9","","plot","5375686","202271DVGST_ciat_rep1_GM13692A-9_155","1","1","155","9","11","test","","","","0.6","0.4","4","39.3","40","1","3","2","5","4","2","2","3","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722231","GM13726A-10","","plot","5375801","202271DVGST_ciat_rep1_GM13726A-10_159","1","1","159","9","15","test","","2.9","6.9","1.2","0.6","3","42.5","135","1","3","1","5","3","2","2","2","3","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722230","GM13726A-1","","plot","5375639","202271DVGST_ciat_rep1_GM13726A-1_128","1","1","128","8","17","test","","","","","","4","38.1","70","1","3","1","5","4","2","1","3","4","","4","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722232","GM13726A-2","","plot","5375973","202271DVGST_ciat_rep1_GM13726A-2_25","1","1","25","2","12","test","","","","","","3","","90","1","3","1","5","5","2","2","1","4","","1","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722233","GM13726A-3","","plot","5375687","202271DVGST_ciat_rep1_GM13726A-3_144","1","1","144","8","1","test","","5.7","8.3","","","4","34.9","55","4","4","1","5","4","2","2","2","4","","5","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722234","GM13726A-4","","plot","5375959","202271DVGST_ciat_rep1_GM13726A-4_317","1","1","317","18","8","test","","6.4","10","","","3","36.8","20","1","3","2","5","5","2","1","1","3","","1","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722235","GM13726A-5","","plot","5375692","202271DVGST_ciat_rep1_GM13726A-5_60","1","1","60","4","13","test","","2.8","3.2","","","4","38.6","40","2","3","2","5","5","2","2","3","3","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722236","GM13726A-6","","plot","5375739","202271DVGST_ciat_rep1_GM13726A-6_359","1","1","359","20","2","test","","4.8","11.1","0.2","","3","39.7","25","1","3","1","5","5","2","2","1","3","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722237","GM13726A-7","","plot","5375870","202271DVGST_ciat_rep1_GM13726A-7_294","1","1","294","17","6","test","","3.7","6.8","","","3","37.8","60","1","3","1","5","4","2","1","3","2","","1","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722238","GM13726A-8","","plot","5375871","202271DVGST_ciat_rep1_GM13726A-8_242","1","1","242","14","11","test","","","","0.1","0.5","4","34.3","95","1","3","1","5","4","2","1","1","3","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722239","GM13726A-9","","plot","5375683","202271DVGST_ciat_rep1_GM13726A-9_301","1","1","301","17","13","test","","5.2","11.6","","","3","37.9","20","1","3","2","5","4","2","2","1","3","","0","5","1","2"," (Operator: lizbethpino, Time: )"
